,,,,,,,,,,,,,,,,,,,,,,,0-120 seconds,121-300 seconds,301-600 seconds,601-1800 seconds,1801-3600 seconds,3601-65535 seconds,0-20m,21-40m,41-80m,81-200m,201-500m,501-4095m,51-70m,71-90m,91-110m,111-4095m,0-20m,21-40m,41-80m,81-200m,201-500m,501-4095m,51-70m,71-90m,91-110m,111-4095m,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,Underwater Percentage,Dive Count,Average Dive Duration,Dive Duration Standard Deviation,Maximum Dive Duration,Maximum Dive Depth,Duration Limit 1 Dive Count,Duration Limit 2 Dive Count,Duration Limit 3 Dive Count,Duration Limit 4 Dive Count,Duration Limit 5 Dive Count,Duration Limit 6 Dive Count,Layer 1 Percentage,Layer 2 Percentage,Layer 3 Percentage,Layer 4 Percentage,Layer 5 Percentage,Layer 6 Percentage,Layer 7 Percentage,Layer 8 Percentage,Layer 9 Percentage,Layer 10 Percentage,Layer 1 Dive Count,Layer 2 Dive Count,Layer 3 Dive Count,Layer 4 Dive Count,Layer 5 Dive Count,Layer 6 Dive Count,Layer 7 Dive Count,Layer 8 Dive Count,Layer 9 Dive Count,Layer 10 Dive Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Saltwater Failsafe,Iridium Command,Schedule Set,Diagnostic Dive Data,Predeployment Data,Error
2020.09.08 04:00:00,2020.09.08 02:00:00,,,,,,,,,,,,,,,,0.98047,39,182,,,3,,,,,,,0.96484,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,39,0,0,0,0,0,0,0,0,0,,,2020.09.08 10:48:45,1,,,,,Primary,,No,
2020.09.08 05:16:16,2020.09.08 05:00:00,,,,2020.09.08 05:16:16,Unresolved QFP,37.92887,6.820436,32S,4200163,308444,-45,,25.5,0x54020000,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.08 10:48:45,1,,,,,Primary,,No,
2020.09.08 06:00:00,2020.09.08 04:00:00,,,,,,,,,,,,,,,,0.93359,34,196,,,79,,,,,,,0.55078,0.01172,0.09766,0.16016,0.04297,0.01953,0.03516,0.01172,0.00391,0.00391,32,0,0,0,1,0,0,1,0,0,,,2020.09.08 10:48:45,1,,,,,Primary,,No,
2020.09.08 06:04:19,2020.09.08 06:00:00,,,,2020.09.08 06:04:19,Resolved QFP,37.928011,6.811941,32S,4200085,307695,9,,1,0x561A8200,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.08 10:48:45,1,,,,,Primary,,No,
2020.09.08 07:03:17,2020.09.08 07:00:00,,,,2020.09.08 07:03:17,Resolved QFP,37.928526,6.803606,32S,4200160,306964,11,,2.2,0x041A8280,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.08 10:48:45,1,,,,,Primary,,No,
2020.09.08 07:45:00,2020.09.08 07:45:00,3,37.91645,6.79757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.09.08 07:45:00,1,No,,No,,,8933 812 2332 10 13 0 1 10,No,
2020.09.08 08:00:00,2020.09.08 06:00:00,,,,,,,,,,,,,,,,0.92578,5,1228,,,81,,,,,,,0.04297,0.01172,0.02734,0.19922,0.02734,0.02734,0.55078,0.04297,0.00391,0.00391,2,0,0,0,0,0,0,3,0,0,,,2020.09.08 10:48:45,1,,,,,Primary,,No,
2020.09.08 08:22:40,2020.09.08 08:00:00,,,,2020.09.08 08:22:40,Resolved QFP,37.929202,6.800151,32S,4200242,306662,17,,1.6,0x061A8681,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.08 10:48:45,1,,,,,Primary,,No,
2020.09.08 09:00:05,2020.09.08 09:00:00,,,,2020.09.08 09:00:05,Resolved QFP,37.931325,6.79764,32S,4200483,306447,4,,2,0x04388680,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.08 10:48:45,1,,,,,Primary,,No,
2020.09.08 10:00:00,2020.09.08 08:00:00,,,,,,,,,,,,,,,,0.92578,6,1054,,,89,,,,,,,0.02734,0.01172,0.05859,0.62109,0.06641,0.05078,0.03516,0.04297,0.00391,0.00391,3,0,0,0,2,0,1,0,0,0,,,2020.09.08 10:48:45,1,,,,,Primary,,No,
2020.09.08 10:09:05,2020.09.08 10:00:00,,,,2020.09.08 10:09:05,Resolved QFP,37.933198,6.786851,32S,4200713,305503,4,,1.6,0x80300685,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.08 23:53:28,1,,,,,Primary,,No,
2020.09.08 10:48:45,2020.09.08 10:48:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.09.08 10:48:45,1,No,,No,,,2022 1011 1533 3 0 0 1 1,No,
2020.09.08 12:00:00,2020.09.08 10:00:00,,,,,,,,,,,,,,,,0.93359,37,181,,,79,,,,,,,0.48047,0.01172,0.16797,0.04297,0.01953,0.01172,0.15234,0.02734,0.00391,0.00391,35,0,0,0,0,0,0,2,0,0,,,2020.09.08 23:53:28,1,,,,,Primary,,No,
2020.09.08 12:00:00,2020.09.08 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,2020.09.08 23:53:28,1,,,,,Primary,,No,
2020.09.08 12:02:13,2020.09.08 12:00:00,,,,2020.09.08 12:02:13,Resolved QFP,37.938233,6.770823,32S,4201305,304108,5,,0.9,0x88310488,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.08 23:53:28,1,,,,,Primary,,No,
2020.09.08 13:20:51,2020.09.08 13:00:00,,,,2020.09.08 13:20:51,Resolved QFP,37.940823,6.762506,32S,4201610,303384,6,,1.3,0x4025042D,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.08 23:53:28,1,,,,,Primary,,No,
2020.09.08 14:00:00,2020.09.08 12:00:00,,,,,,,,,,,,,,,,0.87891,15,391,,,83,,,,,,,0.23828,0.01172,0.13672,0.18359,0.03516,0.02734,0.12891,0.11328,0.00391,0.00391,12,0,0,0,0,0,0,3,0,0,,,2020.09.08 23:53:28,1,,,,,Primary,,No,
2020.09.08 14:02:18,2020.09.08 14:00:00,,,,2020.09.08 14:02:18,Resolved QFP,37.943222,6.757746,32S,4201887,302972,12,,1.3,0x4025012D,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.08 23:53:28,1,,,,,Primary,,No,
2020.09.08 16:00:00,2020.09.08 14:00:00,,,,,,,,,,,,,,,,0.90234,40,189,,,75,,,,,,,0.40234,0.01172,0.12109,0.08203,0.02734,0.01953,0.19141,0.02734,0.00391,0.00391,36,1,0,0,0,0,2,1,0,0,,,2020.09.08 23:53:28,1,,,,,Primary,,No,
2020.09.08 16:16:25,2020.09.08 16:00:00,,,,2020.09.08 16:16:25,Resolved QFP,37.946269,6.744138,32S,4202254,301784,8,,1.1,0x2000817A,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.08 23:53:28,1,,,,,Primary,,No,
2020.09.08 17:16:27,2020.09.08 17:00:00,,,,2020.09.08 17:16:27,Resolved QFP,37.943519,6.740404,32S,4201956,301449,25,,1.2,0x20009172,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.08 23:53:28,1,,,,,Primary,,No,
2020.09.08 18:00:00,2020.09.08 16:00:00,,,,,,,,,,,,,,,,0.88672,9,705,,,75,,,,,,,0.02734,0.01953,0.10547,0.25391,0.07422,0.08984,0.30078,0.01172,0.00391,0.00391,5,0,0,0,0,1,0,3,0,0,,,2020.09.08 23:53:28,1,,,,,Primary,,No,
2020.09.08 18:18:42,2020.09.08 18:00:00,,,,2020.09.08 18:18:42,Resolved QFP,37.939571,6.734261,32S,4201531,300898,1,,1.2,0x28001172,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.08 23:53:28,1,,,,,Primary,,No,
2020.09.08 19:02:24,2020.09.08 19:00:00,,,,2020.09.08 19:02:24,Unresolved QFP,37.93611,6.735424,32S,4201145,300991,-71,,25.5,0x20001050,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.09 06:02:39,1,,,,,Primary,,No,
2020.09.08 20:00:00,2020.09.08 18:00:00,,,,,,,,,,,,,,,,0.94922,38,193,,,51,,,,,,,0.49609,0.00391,0.07422,0.30859,0.02734,0.01172,0.00391,0.00391,0.00391,0.00391,36,0,0,1,0,0,1,0,0,0,,,2020.09.09 06:02:39,1,,,,,Primary,,No,
2020.09.08 22:00:00,2020.09.08 20:00:00,,,,,,,,,,,,,,,,0.96484,54,123,,,29,,,,,,,0.77734,0.00391,0.06641,0.07422,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,53,0,0,1,0,0,0,0,0,0,,,2020.09.09 06:02:39,1,,,,,Primary,,No,
2020.09.08 23:53:28,2020.09.08 23:53:28,7,37.95008,6.70717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.09.08 23:53:28,1,No,,No,,,3267 653 1476 7 6 0 1 4,No,
2020.09.09 00:00:00,2020.09.08 22:00:00,,,,,,,,,,,,,,,,0.96484,32,219,,,35,,,,,,,0.71484,0.01172,0.06641,0.09766,0.06641,0.00391,0.00391,0.00391,0.00391,0.00391,31,0,0,0,1,0,0,0,0,0,,,2020.09.09 06:02:39,1,,,,,Primary,,No,
2020.09.09 00:00:00,2020.09.09 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,2020.09.09 06:02:39,1,,,,,Primary,,No,
2020.09.09 00:21:29,2020.09.09 00:00:00,,,,2020.09.09 00:21:29,Resolved QFP,37.928987,6.719631,32S,4200388,299584,10,,1.1,0x11854822,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.09 06:02:39,1,,,,,Primary,,No,
2020.09.09 02:00:00,2020.09.09 00:00:00,,,,,,,,,,,,,,,,0.94922,22,298,,,29,,,,,,,0.48047,0.01953,0.28516,0.15234,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,20,0,0,2,0,0,0,0,0,0,,,2020.09.09 06:02:39,1,,,,,Primary,,No,
2020.09.09 02:19:21,2020.09.09 02:00:00,,,,2020.09.09 02:19:21,Resolved QFP,37.92487,6.706256,32S,4199960,298397,0,,1.7,0xD1800802,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.09 06:02:39,1,,,,,Primary,,No,
2020.09.09 03:01:48,2020.09.09 03:00:00,,,,2020.09.09 03:01:48,Resolved QFP,37.924731,6.701375,32S,4199955,297967,11,,1.1,0xD1020812,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.09 06:02:39,1,,,,,Primary,,No,
2020.09.09 04:00:00,2020.09.09 02:00:00,,,,,,,,,,,,,,,,0.87109,5,1116,,,31,,,,,,,0.33203,0.02734,0.23828,0.25391,0.01172,0.00391,0.00391,0.00391,0.00391,0.00391,2,1,1,1,0,0,0,0,0,0,,,2020.09.09 06:02:39,1,,,,,Primary,,No,
2020.09.09 04:16:51,2020.09.09 04:00:00,,,,2020.09.09 04:16:51,Resolved QFP,37.927465,6.693518,32S,4200276,297284,16,,1.4,0x53028010,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.09 06:02:39,1,,,,,Primary,,No,
2020.09.09 05:00:06,2020.09.09 05:00:00,,,,2020.09.09 05:00:06,Resolved QFP,37.928493,6.687563,32S,4200403,296764,10,,1,0x570A8000,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.09 06:02:39,1,,,,,Primary,,No,
2020.09.09 06:00:00,2020.09.09 04:00:00,,,,,,,,,,,,,,,,0.89453,3,1931,,,83,,,,,,,0.01172,0.01172,0.09766,0.30859,0.07422,0.07422,0.25391,0.07422,0.00391,0.00391,0,0,0,0,2,0,0,1,0,0,,,2020.09.09 06:02:39,1,,,,,Primary,,No,
2020.09.09 06:02:25,2020.09.09 06:00:00,,,,2020.09.09 06:02:25,Resolved QFP,37.930455,6.687242,32S,4200621,296741,12,,1,0x541A8200,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.09 14:05:26,1,,,,,Primary,,No,
2020.09.09 06:02:39,2020.09.09 06:02:39,4,37.92423,6.66195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.09.09 06:02:39,1,No,,No,,,0 0 1991 6 1 0 0 0,No,
2020.09.09 07:22:24,2020.09.09 07:00:00,,,,2020.09.09 07:22:24,Resolved QFP,37.93322,6.682492,32S,4200939,296331,37,,1.2,0x061AC240,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.09 14:05:26,1,,,,,Primary,,No,
2020.09.09 08:00:00,2020.09.09 06:00:00,,,,,,,,,,,,,,,,0.90234,4,1590,,,71,,,,,,,0.01953,0.01172,0.15234,0.23047,0.05078,0.12109,0.31641,0.00391,0.00391,0.00391,1,0,0,0,0,0,3,0,0,0,,,2020.09.09 14:05:26,1,,,,,Primary,,No,
2020.09.09 08:00:47,2020.09.09 08:00:00,,,,2020.09.09 08:00:47,Resolved QFP,37.934102,6.681681,32S,4201038,296262,1,,3.3,0x041A0680,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.09 14:05:26,1,,,,,Primary,,No,
2020.09.09 09:17:00,2020.09.09 09:00:00,,,,2020.09.09 09:17:00,Resolved QFP,37.938173,6.679386,32S,4201495,296072,7,,1.1,0x84388681,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.09 14:05:26,1,,,,,Primary,,No,
2020.09.09 10:00:00,2020.09.09 08:00:00,,,,,,,,,,,,,,,,0.86328,46,175,,,33,,,,,,,0.30859,0.01953,0.25391,0.24609,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,43,0,0,2,1,0,0,1,0,0,,,2020.09.09 14:05:26,1,,,,,Primary,,No,
2020.09.09 11:00:05,2020.09.09 11:00:00,,,,2020.09.09 11:00:05,Resolved QFP,37.94358,6.681503,32S,4202090,296273,10,,2.7,0x8C300480,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.09 14:05:26,1,,,,,Primary,,No,
2020.09.09 12:00:00,2020.09.09 10:00:00,,,,,,,,,,,,,,,,0.49609,15,208,,,83,,,,,,,0.08984,0.01172,0.02734,0.02734,0.01953,0.02734,0.16016,0.12891,0.00391,0.00391,12,0,0,0,0,0,0,2,0,0,,,2020.09.09 14:05:26,1,,,,,Primary,,No,
2020.09.09 12:00:00,2020.09.09 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,2020.09.09 14:05:26,1,,,,,Primary,,No,
2020.09.09 12:09:43,2020.09.09 12:00:00,,,,2020.09.09 12:09:43,Resolved QFP,37.945885,6.682153,32S,4202345,296336,10,,0.9,0xC825040D,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.09 14:05:26,1,,,,,Primary,,No,
2020.09.09 13:16:50,2020.09.09 13:00:00,,,,2020.09.09 13:16:50,Resolved QFP,37.948491,6.681318,32S,4202636,296270,10,,1.6,0x4025012D,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.09 14:05:26,1,,,,,Primary,,No,
2020.09.09 14:00:00,2020.09.09 12:00:00,,,,,,,,,,,,,,,,0.67578,4,1022,,,73,,,,,,,0.01953,0.01172,0.05859,0.07422,0.06641,0.06641,0.37109,0.00391,0.00391,0.00391,1,0,0,0,0,0,2,1,0,0,,,2020.09.10 02:21:57,1,,,,,Primary,,No,
2020.09.09 14:01:24,2020.09.09 14:00:00,,,,2020.09.09 14:01:24,Resolved QFP,37.948144,6.677938,32S,4202605,295972,4,,1.6,0x4025012C,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.10 02:21:57,1,,,,,Primary,,No,
2020.09.09 14:05:26,2020.09.09 14:05:26,5,37.92423,6.66195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.09.09 14:05:26,1,No,,No,,,1530 1530 1530 8 0 0 1 0,No,
2020.09.09 15:04:51,2020.09.09 15:00:00,,,,2020.09.09 15:04:51,Resolved QFP,37.947248,6.670831,32S,4202521,295345,9,,1,0x2024016E,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.10 02:21:57,1,,,,,Primary,,No,
2020.09.09 16:00:00,2020.09.09 14:00:00,,,,,,,,,,,,,,,,0.46484,17,280,,,69,,,,,,,0.07422,0.01172,0.05078,0.03516,0.01953,0.01953,0.24609,0.00391,0.00391,0.00391,14,0,0,0,0,0,2,1,0,0,,,2020.09.10 02:21:57,1,,,,,Primary,,No,
2020.09.09 17:00:11,2020.09.09 17:00:00,,,,2020.09.09 17:00:11,Resolved QFP,37.945995,6.653983,32S,4202419,293861,12,,2.3,0x0000817A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.10 02:21:57,1,,,,,Primary,,No,
2020.09.09 18:00:00,2020.09.09 16:00:00,,,,,,,,,,,,,,,,0.85547,21,282,,,71,,,,,,,0.26172,0.01953,0.16797,0.07422,0.04297,0.04297,0.23828,0.00391,0.00391,0.00391,19,0,0,0,0,0,2,1,0,0,,,2020.09.10 02:21:57,1,,,,,Primary,,No,
2020.09.09 18:00:07,2020.09.09 18:00:00,,,,2020.09.09 18:00:07,Resolved QFP,37.944169,6.644964,32S,4202236,293063,-4,,1.2,0x28001172,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.10 02:21:57,1,,,,,Primary,,No,
2020.09.09 20:00:00,2020.09.09 18:00:00,,,,,,,,,,,,,,,,0.83203,8,817,,,31,,,,,,,0.19141,0.17578,0.39453,0.05859,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,4,0,1,2,0,0,0,0,0,0,,,2020.09.10 02:21:57,1,,,,,Primary,,No,
2020.09.09 20:18:07,2020.09.09 20:00:00,,,,2020.09.09 20:18:07,Resolved QFP,37.945502,6.637047,32S,4202402,292371,-5,,8.6,0x20025010,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.10 02:21:57,1,,,,,Primary,,No,
2020.09.09 21:14:21,2020.09.09 21:00:00,,,,2020.09.09 21:14:21,Resolved QFP,37.946983,6.636929,32S,4202567,292365,21,,1.9,0x088D5800,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.10 02:21:57,1,,,,,Primary,,No,
2020.09.09 22:00:00,2020.09.09 20:00:00,,,,,,,,,,,,,,,,0.88672,12,531,,,17,,,,,,,0.16016,0.08203,0.62891,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,8,0,4,0,0,0,0,0,0,0,,,2020.09.10 02:21:57,1,,,,,Primary,,No,
2020.09.10 00:00:00,2020.09.09 22:00:00,,,,,,,,,,,,,,,,0.90234,25,254,,,17,,,,,,,0.70703,0.04297,0.14453,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,24,0,1,0,0,0,0,0,0,0,,,2020.09.10 07:31:24,1,,,,,Primary,,No,
2020.09.10 00:00:00,2020.09.10 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,2020.09.10 07:31:24,1,,,,,Primary,,No,
2020.09.10 00:10:58,2020.09.10 00:00:00,,,,2020.09.10 00:10:58,Resolved QFP (Uncertain),37.949138,6.628013,32S,4202826,291587,0,,1,0x10844A02,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.10 07:31:24,1,,,,,Primary,,No,
2020.09.10 01:19:27,2020.09.10 01:00:00,,,,2020.09.10 01:19:27,Resolved QFP,37.951556,6.622812,32S,4203106,291137,14,,1.3,0xD1800822,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.10 07:31:24,1,,,,,Primary,,No,
2020.09.10 02:00:00,2020.09.10 00:00:00,,,,,,,,,,,,,,,,0.89453,25,268,,,27,,,,,,,0.67578,0.01172,0.16797,0.01953,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,24,0,0,1,0,0,0,0,0,0,,,2020.09.10 07:31:24,1,,,,,Primary,,No,
2020.09.10 02:21:57,2020.09.10 02:21:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.09.10 02:21:57,1,No,,No,,,4039 808 1484 9 2 0 1 4,No,
2020.09.10 02:22:17,2020.09.10 02:00:00,,,,2020.09.10 02:22:17,Resolved QFP,37.953608,6.620095,32S,4203339,290904,2,,1.9,0xD1800802,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.10 07:31:24,1,,,,,Primary,,No,
2020.09.10 03:09:57,2020.09.10 03:00:00,,,,2020.09.10 03:09:57,Resolved QFP,37.955623,6.619907,32S,4203563,290894,9,,0.9,0xD3020812,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.10 07:31:24,1,,,,,Primary,,No,
2020.09.10 04:00:00,2020.09.10 02:00:00,,,,,,,,,,,,,,,,0.89453,12,467,,,27,,,,,,,0.37109,0.25391,0.23047,0.02734,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,9,1,2,0,0,0,0,0,0,0,,,2020.09.10 07:31:24,1,,,,,Primary,,No,
2020.09.10 04:08:02,2020.09.10 04:00:00,,,,2020.09.10 04:08:02,Resolved QFP,37.95773,6.618829,32S,4203800,290805,24,,1.4,0x53020810,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.10 07:31:24,1,,,,,Primary,,No,
2020.09.10 05:13:46,2020.09.10 05:00:00,,,,2020.09.10 05:13:46,Resolved QFP,37.958166,6.615879,32S,4203855,290547,8,,1,0x570A8200,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.10 07:31:24,1,,,,,Primary,,No,
2020.09.10 06:00:00,2020.09.10 04:00:00,,,,,,,,,,,,,,,,0.92578,17,413,,,95,,,,,,,0.37109,0.06641,0.03516,0.18359,0.02734,0.01953,0.04297,0.13672,0.03516,0.00391,14,0,0,1,0,0,0,1,1,0,,,2020.09.10 07:31:24,1,,,,,Primary,,No,
2020.09.10 06:16:14,2020.09.10 06:00:00,,,,2020.09.10 06:16:14,Resolved QFP,37.961339,6.609226,32S,4204222,289971,13,,1.1,0x561A8000,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.10 07:31:24,1,,,,,Primary,,No,
2020.09.10 07:31:10,2020.09.10 07:00:00,,,,2020.09.10 07:31:10,Resolved QFP,37.960943,6.605282,32S,4204187,289624,5,,1.7,0x041A8680,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.10 18:24:36,1,,,,,Primary,,No,
2020.09.10 07:31:24,2020.09.10 07:31:24,3,37.95778,6.5715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.09.10 07:31:24,1,No,,No,,,0 0 2278 6 0 0 0 0,No,
2020.09.10 08:00:00,2020.09.10 06:00:00,,,,,,,,,,,,,,,,0.94141,6,970,,,87,,,,,,,0.03516,0.01172,0.08984,0.23828,0.03516,0.02734,0.39453,0.10547,0.00391,0.00391,3,0,0,0,0,0,1,1,1,0,,,2020.09.10 18:24:36,1,,,,,Primary,,No,
2020.09.10 08:10:06,2020.09.10 08:00:00,,,,2020.09.10 08:10:06,Resolved QFP,37.962799,6.60496,32S,4204394,289601,12,,1.7,0x06188281,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.10 18:24:36,1,,,,,Primary,,No,
2020.09.10 09:02:06,2020.09.10 09:00:00,,,,2020.09.10 09:02:06,Resolved QFP,37.963671,6.606132,32S,4204488,289706,7,,1.3,0x84188680,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.10 18:24:36,1,,,,,Primary,,No,
2020.09.10 10:00:00,2020.09.10 08:00:00,,,,,,,,,,,,,,,,0.91797,7,970,,,59,,,,,,,0.02734,0.01953,0.23828,0.58984,0.01953,0.01172,0.01172,0.00391,0.00391,0.00391,3,0,0,2,2,0,0,0,0,0,,,2020.09.10 18:24:36,1,,,,,Primary,,No,
2020.09.10 10:02:45,2020.09.10 10:00:00,,,,2020.09.10 10:02:45,Resolved QFP,37.957982,6.600502,32S,4203869,289195,18,,1.6,0x84100681,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.10 18:24:36,1,,,,,Primary,,No,
2020.09.10 11:05:19,2020.09.10 11:00:00,,,,2020.09.10 11:05:19,Resolved QFP,37.954342,6.591983,32S,4203484,288436,-4,,8.6,0x8C100001,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.10 18:24:36,1,,,,,Primary,,No,
2020.09.10 12:00:00,2020.09.10 10:00:00,,,,,,,,,,,,,,,,0.93359,32,229,,,71,,,,,,,0.21484,0.01953,0.24609,0.21484,0.04297,0.04297,0.13672,0.00391,0.00391,0.00391,28,0,0,0,0,0,4,0,0,0,,,2020.09.10 18:24:36,1,,,,,Primary,,No,
2020.09.10 12:00:00,2020.09.10 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,2020.09.10 18:24:36,1,,,,,Primary,,No,
2020.09.10 13:01:17,2020.09.10 13:00:00,,,,2020.09.10 13:01:17,Resolved QFP,37.939365,6.576338,32S,4201858,287018,5,,1,0x40250508,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.10 18:24:36,1,,,,,Primary,,No,
2020.09.10 14:00:00,2020.09.10 12:00:00,,,,,,,,,,,,,,,,0.98047,24,323,,,71,,,,,,,0.26953,0.13672,0.12891,0.35547,0.02734,0.01953,0.02734,0.00391,0.00391,0.00391,20,0,1,0,0,1,1,1,0,0,,,2020.09.10 18:24:36,1,,,,,Primary,,No,
2020.09.10 15:07:56,2020.09.10 15:00:00,,,,2020.09.10 15:07:56,Resolved QFP,37.929417,6.559856,32S,4200792,285541,-5,,1.4,0x0025016C,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.10 18:24:36,1,,,,,Primary,,No,
2020.09.10 16:00:00,2020.09.10 14:00:00,,,,,,,,,,,,,,,,0.94922,21,325,,,49,,,,,,,0.34766,0.12109,0.10547,0.30859,0.02734,0.02734,0.00391,0.00391,0.00391,0.00391,18,1,0,0,0,2,0,0,0,0,,,2020.09.10 18:24:36,1,,,,,Primary,,No,
2020.09.10 16:28:16,2020.09.10 16:00:00,,,,2020.09.10 16:28:16,Resolved QFP,37.92634,6.545932,32S,4200483,284308,-27,,1.4,0x2000816A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.09.11 10:11:41,1,,,,,Primary,,No,
